13	224
16	16
17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	6	7	1	1	8	9	0	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	39	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	1	1	39	40	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	41	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	39	40	1	1	1	1	1	1	1	1	1	1	41	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	39	40	1	1	8	42	0	43	44	45	46	47	48	49	50	51	52	53	54	55	56	0	57	58	59	60	61	62	63	64	65	66	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	67	68	68	68	68	68	68	68	68	69	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	70	68	68	68	68	69	1	1	67	68	68	68	68	69	1	1	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	67	68	68	68	68	68	68	68	68	69	1	1	2	3	4	5	1	1	70	68	68	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	9	0	43	71	45	72	73	74	75	76	77	78	79	80	81	82	0	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	
1	1	41	4	1	1	1	1	39	40	1	1	1	1	1	1	1	1	1	1	1	1	39	40	1	1	1	1	1	1	1	1	1	1	1	1	8	99	99	100	99	100	99	100	99	101	1	1	41	4	1	1	1	1	39	40	1	1	1	1	1	1	1	1	1	1	1	1	102	100	99	100	99	101	1	1	8	99	99	100	99	103	1	1	1	1	1	1	1	1	1	1	39	40	1	1	1	1	1	1	8	99	99	100	99	100	99	100	99	101	1	1	35	36	37	38	1	1	102	100	99	101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41	4	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41	4	1	1	1	1	1	1	8	42	0	104	105	106	107	108	109	110	111	112	113	114	115	116	117	0	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	
1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67	68	68	68	68	68	68	68	68	68	134	9	42	9	42	9	42	9	42	103	1	1	2	3	4	5	1	1	1	1	1	1	67	69	1	1	6	7	1	1	135	136	102	9	42	9	42	103	1	1	8	9	42	9	42	103	137	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	134	9	42	9	42	9	42	9	42	103	1	1	1	1	1	1	135	136	102	9	42	103	1	1	1	1	1	1	1	1	1	1	1	1	67	68	68	68	68	69	1	1	2	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	1	1	1	67	68	68	68	68	68	68	68	68	69	1	1	2	3	4	5	1	1	1	1	8	9	0	0	138	139	140	141	0	0	0	142	0	143	144	0	0	0	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	0	
1	1	35	36	37	38	1	1	1	1	1	1	41	4	1	1	1	1	1	1	1	1	1	1	1	1	8	99	99	100	99	100	99	100	99	100	9	42	9	42	9	42	9	42	9	103	1	1	35	36	37	38	1	1	1	1	1	1	8	101	1	1	39	40	1	1	1	1	102	42	9	42	9	103	1	1	8	42	9	42	9	42	99	100	99	100	99	100	99	100	99	100	99	100	99	100	99	100	99	100	9	42	9	42	9	42	9	42	9	103	1	1	1	1	1	1	1	1	102	42	9	103	1	1	1	1	1	1	1	1	1	1	1	1	8	99	99	100	99	101	1	1	35	36	37	38	1	1	1	1	1	1	1	1	1	1	1	1	39	40	1	1	1	1	1	1	1	1	1	1	8	99	99	100	99	100	99	100	99	101	1	1	35	36	37	38	1	1	1	1	160	42	0	0	161	162	163	164	0	0	0	165	166	167	168	0	0	0	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	0	
1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	67	68	68	68	68	68	68	68	68	68	134	9	42	9	42	9	42	9	42	9	42	9	42	9	42	9	42	9	42	103	1	1	1	1	1	1	1	1	67	69	1	1	8	103	1	1	1	1	1	1	1	1	102	9	42	9	42	9	1	1	42	9	42	9	184	68	68	185	42	9	42	9	42	9	42	9	184	68	68	185	42	9	42	9	42	9	42	9	42	9	42	9	42	186	39	40	187	188	39	40	39	40	102	9	42	103	39	40	67	69	187	188	67	68	68	68	68	68	134	9	42	9	42	103	1	1	1	1	1	1	67	68	68	69	1	1	1	1	1	1	67	68	68	68	68	69	1	1	1	1	67	68	68	68	134	9	42	9	42	9	42	9	42	103	1	1	1	1	1	1	1	1	1	1	189	8	0	0	190	191	192	193	0	0	0	194	195	196	197	198	0	0	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	0	
1	1	1	1	1	1	1	1	1	1	1	1	35	36	37	38	8	99	99	100	99	100	99	100	99	100	9	42	9	42	9	42	9	42	9	42	9	42	9	42	9	42	9	42	9	103	1	1	1	1	1	1	1	1	8	101	1	1	8	103	1	1	1	1	1	1	1	1	214	42	9	42	9	42	1	1	9	42	9	42	215	216	216	216	9	42	9	42	9	42	9	42	215	216	216	216	9	42	9	42	9	42	9	42	9	42	9	42	217	218	218	218	219	220	218	218	218	218	102	42	9	103	218	218	8	101	219	220	8	99	99	100	99	100	9	42	9	42	9	103	1	1	1	1	1	1	8	99	99	103	1	1	1	1	1	1	8	99	99	100	99	103	1	1	1	1	8	99	99	100	9	42	9	42	9	42	9	42	9	103	1	1	1	1	1	1	1	1	1	1	189	8	0	0	0	221	222	223	224	225	0	226	227	228	229	230	0	0	231	232	233	234	235	236	237	238	239	240	241	242	243	244	0	0	
